,Gender,Age,Occupation,Zip-code,Gender_enc,Age_enc,Occupation_enc,Zip-code_enc
1387,F,50,13,94702,0,5,13,3126
1388,M,56,20,87107,1,6,20,2689
1389,M,25,17,19801,1,2,17,765
1390,M,35,16,99352,1,3,16,3428
1391,M,35,15,20723,1,3,15,806
1392,M,45,3,90006,1,4,3,2740
1393,M,18,4,06430,1,1,4,279
1394,F,25,3,94117,0,2,3,3063
1395,M,25,2,07026,1,2,2,305
1396,F,25,12,94530,0,2,12,3096
1397,M,35,7,55901,1,3,7,1946
1398,F,56,16,94904,0,6,16,3139
1399,M,18,17,10804,1,1,17,452
1400,M,25,7,92130,1,2,7,2930
1401,F,18,1,94578,0,1,1,3112
1402,M,18,4,90601,1,1,4,2800
1403,F,25,0,53713,0,2,0,1795
1404,M,50,16,91360,1,5,16,2849
1405,M,56,13,33445,1,6,13,1216
1406,M,25,4,91911,1,2,4,2886
1407,F,35,15,53704,0,3,15,1790
1408,M,25,0,90046,1,2,0,2762
1409,M,18,4,97215,1,1,4,3292
1410,M,50,7,94404,1,5,7,3083
1411,M,35,1,08107,1,3,1,360
1412,M,25,17,94089,1,2,17,3049
1413,M,18,3,98122,1,1,3,3366
1414,M,18,4,85035,1,1,4,2637
1415,M,45,14,22901,1,4,14,902
1416,M,25,14,98101,1,2,14,3350
1417,M,35,16,10472,1,3,16,437
1418,M,18,4,48197,1,1,4,1624
1419,F,25,1,95336,0,2,1,3186
1420,M,18,4,01375,1,1,4,20
1421,F,1,10,53704,0,0,10,1790
1422,M,35,17,55934,1,3,17,1949
1423,M,25,4,08540,1,2,4,370
1424,M,35,0,28209,1,3,0,1008
1425,M,1,10,08872,1,0,10,388
1426,M,18,14,94070,1,1,14,3046
1427,M,25,12,21401,1,2,12,854
1428,F,45,11,40204,0,4,11,1345
1429,F,35,3,11229,0,3,3,478
1430,M,18,4,97215,1,1,4,3292
1431,M,56,6,91011,1,6,6,2821
1432,M,35,1,94549,1,3,1,3102
1433,F,18,14,49505,0,1,14,1702
1434,F,1,10,495321,0,0,10,1708
1435,M,25,14,48103,1,2,14,1597
1436,F,50,6,97005,0,5,6,3266
1437,M,50,3,89102,1,5,3,2710
1438,M,18,2,21222,1,1,2,852
1439,M,35,3,98037,1,3,3,3340
1440,M,35,12,94520,1,3,12,3091
1441,M,35,16,54729,1,3,16,1818
1442,M,18,2,12345,1,1,2,537
1443,M,35,2,98055,1,3,2,3344
1444,F,25,4,91106,0,2,4,2827
1445,M,25,2,98109,1,2,2,3357
1446,M,35,12,10128,1,3,12,428
1447,M,18,4,80521,1,1,4,2562
1448,F,25,3,17522,0,2,3,679
1449,M,35,20,17112,1,3,20,675
1450,M,18,4,94704,1,1,4,3128
1451,M,35,20,90012,1,3,20,2741
1452,F,56,13,90732,0,6,13,2811
1453,M,25,14,19444,1,2,14,755
1454,M,18,4,93117,1,1,4,3008
1455,F,45,0,92126,0,4,0,2928
1456,M,25,2,98074,1,2,2,3348
1457,M,25,1,95472,1,2,1,3202
1458,M,1,0,08055,1,0,0,358
1459,F,25,0,80027,0,2,0,2527
1460,F,18,4,95132,0,1,4,3178
1461,F,45,0,94115,0,4,0,3061
1462,M,35,16,95405,1,3,16,3194
1463,M,50,16,92612-3417,1,5,16,2955
1464,M,35,12,75063,1,3,12,2333
1465,M,50,16,93003,1,5,16,3000
1466,M,18,4,29201,1,1,4,1031
1467,M,25,5,97007,1,2,5,3268
1468,M,1,14,19147,1,0,14,736
1469,M,56,20,95420,1,6,20,3197
1470,M,18,4,94118,1,1,4,3064
1471,M,25,17,11106,1,2,17,466
1472,M,25,7,90248,1,2,7,2779
1473,M,25,14,06511,1,2,14,285
1474,M,25,4,98115,1,2,4,3360
1475,F,25,2,75075,0,2,2,2338
1476,F,18,0,91030,0,1,0,2822
1477,F,45,1,90601,0,4,1,2800
1478,M,1,10,92620,1,0,10,2958
1479,F,50,2,94501,0,5,2,3085
1480,M,25,20,91367,1,2,20,2852
1481,M,35,17,77096,1,3,17,2417
1482,M,25,7,94132,1,2,7,3071
1483,M,18,4,54481,1,1,4,1812
1484,M,25,12,07054,1,2,12,311
1485,F,25,9,80538,0,2,9,2566
1486,M,25,16,90638,1,2,16,2805
1487,M,35,7,07644,1,3,7,328
1488,M,25,7,94538,1,2,7,3099
1489,F,35,2,60201,0,3,2,2040
1490,M,50,7,90505,1,5,7,2799
1491,M,18,4,06511,1,1,4,285
1492,M,25,12,98102,1,2,12,3351
1493,F,25,14,60657,0,2,14,2092
1494,M,25,17,38104,1,2,17,1324
1495,M,18,0,77341,1,1,0,2423
1496,M,25,17,94108,1,2,17,3055
1497,M,50,5,80220,1,5,5,2542
1498,M,18,4,02139,1,1,4,104
1499,M,1,10,19343,1,0,10,744
1500,M,25,17,98115,1,2,17,3360
1501,M,25,11,75801,1,2,11,2366
1502,M,18,4,12188,1,1,4,528
1503,M,25,12,92688,1,2,12,2976
1504,M,18,19,22030,1,1,19,862
1505,M,50,11,90041,1,5,11,2760
1506,M,25,7,08550,1,2,7,372
1507,M,35,17,95476,1,3,17,3203
1508,F,1,10,94539,0,0,10,3100
1509,M,1,0,11803,1,0,0,515
1510,F,25,1,48067,0,2,1,1588
1511,M,35,12,08902,1,3,12,391
1512,M,25,20,11102,1,2,20,464
1513,F,35,16,95003,0,3,16,3151
1514,M,18,4,97215,1,1,4,3292
1515,M,25,16,48324,1,2,16,1645
1516,F,25,12,53154,0,2,12,1766
1517,M,18,0,10002,1,1,0,399
1518,M,25,2,95831,1,2,2,3230
1519,M,18,4,38120,1,1,4,1326
1520,M,25,17,94506,1,2,17,3086
1521,F,25,7,08902,0,2,7,391
1522,M,35,20,10025,1,3,20,418
1523,M,25,17,95209,1,2,17,3182
1524,M,18,4,06459,1,1,4,282
1525,F,25,16,94706,0,2,16,3130
1526,M,56,17,80538,1,6,17,2566
1527,M,18,10,78230,1,1,10,2461
1528,M,25,15,94903,1,2,15,3138
1529,M,18,4,97266,1,1,4,3298
1530,M,25,4,53711,1,2,4,1794
1531,M,45,17,60462,1,4,17,2051
1532,M,18,14,43613,1,1,14,1408
1533,M,45,1,71711,1,4,1,2271
1534,M,50,12,12184,1,5,12,527
1535,F,18,20,90036,0,1,20,2757
1536,F,35,3,83001,0,3,3,2591
1537,M,18,20,02446,1,1,20,134
1538,M,25,3,22601,1,2,3,895
1539,M,25,3,02359,1,2,3,128
1540,M,45,0,97214,1,4,0,3291
1541,M,56,17,23464-3016,1,6,17,932
1542,M,18,17,12054,1,1,17,519
1543,M,25,11,10549,1,2,11,442
1544,M,25,12,63146,1,2,12,2161
1545,M,25,20,20009,1,2,20,778
1546,M,25,4,22903,1,2,4,904
1547,M,56,13,02115,1,6,13,93
1548,M,35,1,53703,1,3,1,1789
1549,M,35,6,20901,1,3,6,828
1550,M,18,4,11580,1,1,4,497
1551,M,25,11,20008,1,2,11,777
1552,M,45,20,10021,1,4,20,414
1553,F,25,15,64116,0,2,15,2179
1554,F,35,12,17013,0,3,12,669
1555,F,18,0,20008,0,1,0,777
1556,M,18,4,48073,1,1,4,1591
1557,F,18,4,10039,0,1,4,424
1558,M,18,6,60611,1,1,6,2075
1559,M,35,8,10014,1,3,8,408
1560,F,25,3,85226,0,2,3,2649
1561,F,18,4,11214,0,1,4,472
1562,M,18,20,43611,1,1,20,1406
1563,F,1,10,87123,0,0,10,2694
1564,M,50,1,01096,1,5,1,16
1565,M,45,17,78731,1,4,17,2489
1566,M,35,16,77550,1,3,16,2436
1567,M,25,12,06511,1,2,12,285
1568,F,1,10,94086,0,0,10,3048
1569,F,56,13,07701,0,6,13,335
1570,M,18,17,75093,1,1,17,2343
1571,M,25,20,98033,1,2,20,3337
1572,F,25,3,02155,0,2,3,116
1573,M,1,0,77479,1,0,0,2432
1574,M,25,6,81007,1,2,6,2579
1575,F,50,7,94949,0,5,7,3146
1576,F,45,9,85202,0,4,9,2642
1577,M,56,0,72227-5733,1,6,0,2280
1578,M,18,4,22201,1,1,4,877
1579,M,25,0,60201,1,2,0,2040
1580,F,18,4,76201,0,1,4,2380
1581,F,18,4,10003,0,1,4,400
1582,M,18,0,10705,1,1,0,448
1583,M,35,6,94115,1,3,6,3061
1584,M,25,19,45701,1,2,19,1516
1585,M,56,20,92315,1,6,20,2938
1586,M,45,7,77351,1,4,7,2425
1587,F,25,3,30308,0,2,3,1090
1588,M,25,11,22043,1,2,11,868
1589,M,25,0,95136,1,2,0,3179
1590,M,35,1,95003,1,3,1,3151
1591,M,50,7,26501,1,5,7,960
1592,M,35,7,50111,1,3,7,1721
1593,M,25,16,78411,1,2,16,2471
1594,F,35,20,10013,0,3,20,407
1595,M,35,1,92683-1892,1,3,1,2975
1596,F,18,5,48108,0,1,5,1603
1597,M,25,12,10002,1,2,12,399
1598,M,35,13,76548,1,3,13,2389
1599,M,25,0,92646,1,2,0,2964
1600,M,35,7,08234,1,3,7,363
1601,M,25,12,83001,1,2,12,2591
1602,F,25,7,10562,0,2,7,443
1603,F,25,0,13326,0,2,0,589
1604,M,25,11,50111,1,2,11,1721
1605,F,18,0,28270,0,1,0,1013
1606,F,35,3,55405,0,3,3,1899
1607,M,45,1,02135,1,4,1,101
1608,M,25,11,75230,1,2,11,2356
1609,F,35,9,06830,0,3,9,295
1610,M,25,11,55555,1,2,11,1940
1611,M,25,0,03867,1,2,0,213
1612,M,25,17,11354,1,2,17,481
1613,M,18,20,61801,1,1,20,2111
1614,M,35,0,90027,1,3,0,2749
1615,F,45,7,10022,0,4,7,415
1616,M,25,0,16101,1,2,0,660
1617,M,25,12,44060,1,2,12,1417
1618,M,50,0,44139,1,5,0,1433
1619,M,50,3,48843,1,5,3,1668
1620,M,25,20,48009,1,2,20,1581
1621,M,25,4,11423,1,2,4,490
1622,M,18,4,53715,1,1,4,1797
1623,M,50,15,07746,1,5,15,342
1624,M,25,0,06810,1,2,0,294
1625,M,45,0,04330,1,4,0,238
1626,M,18,4,10010,1,1,4,404
1627,M,18,17,91505,1,1,17,2862
1628,M,18,20,90028,1,1,20,2750
1629,M,18,4,10003,1,1,4,400
1630,M,45,17,91355,1,4,17,2847
1631,F,50,0,94514,0,5,0,3088
1632,M,25,16,94120,1,2,16,3065
1633,F,45,7,99701,0,4,7,3433
1634,F,56,0,38340,0,6,0,1331
1635,M,25,0,97212,1,2,0,3289
1636,F,25,19,60612,0,2,19,2076
1637,M,56,0,90049,1,6,0,2764
1638,F,18,17,95405,0,1,17,3194
1639,M,25,17,95405,1,2,17,3194
1640,M,35,17,95610,1,3,17,3208
1641,M,25,0,95819,1,2,0,3222
1642,M,50,13,62002,1,5,13,2116
1643,M,45,2,90813,1,4,2,2817
1644,M,18,12,90210,1,1,12,2771
1645,F,18,9,62225,0,1,9,2123
1646,M,25,20,90046,1,2,20,2762
1647,M,18,18,98118,1,1,18,3363
1648,M,50,14,85202,1,5,14,2642
1649,M,18,19,98034,1,1,19,3338
1650,M,25,19,94607,1,2,19,3118
1651,M,25,12,94520,1,2,12,3091
1652,M,25,16,98208,1,2,16,3380
1653,M,18,0,94044,1,1,0,3041
1654,F,45,0,94114,0,4,0,3060
1655,M,18,4,94507,1,1,4,3087
1656,M,25,17,94122,1,2,17,3067
1657,F,45,0,10022,0,4,0,415
1658,F,35,6,94214,0,3,6,3074
1659,F,18,9,99703,0,1,9,3434
1660,F,25,2,94577,0,2,2,3111
1661,M,35,7,80526,1,3,7,2564
1662,M,25,12,94121,1,2,12,3066
1663,M,18,4,77845,1,1,4,2449
1664,F,18,4,76707,0,1,4,2390
1665,M,45,17,87505,1,4,17,2696
1666,M,25,14,15241,1,2,14,650
1667,M,50,16,98516,1,5,16,3401
1668,M,35,2,95602,1,3,2,3207
1669,F,25,17,75006,0,2,17,2324
1670,F,56,13,95320,0,6,13,3184
1671,M,35,0,98368,1,3,0,3388
1672,M,25,17,93933,1,2,17,3027
1673,M,1,10,98043-3621,1,0,10,3342
1674,M,35,2,95816,1,3,2,3221
1675,F,25,6,97116,0,2,6,3275
1676,M,18,4,91301,1,1,4,2832
1677,M,18,14,97123,1,1,14,3277
1678,F,18,17,97070,0,1,17,3273
1679,M,25,12,98052,1,2,12,3343
1680,M,25,20,95380,1,2,20,3190
1681,M,18,4,78705,1,1,4,2484
1682,M,25,2,98102,1,2,2,3351
1683,F,25,7,98109,0,2,7,3357
1684,M,18,3,85226,1,1,3,2649
1685,M,35,12,95833,1,3,12,3231
1686,M,35,12,94062,1,3,12,3043
1687,M,25,3,85013,1,2,3,2632
1688,F,18,4,34243,0,1,4,1244
1689,M,35,5,98465,1,3,5,3394
1690,M,35,16,98029,1,3,16,3334
1691,F,25,17,85301,0,2,17,2665
1692,M,35,20,97333,1,3,20,3305
1693,M,25,12,98684,1,2,12,3413
1694,M,25,12,98116,1,2,12,3361
1695,M,25,1,97206,1,2,1,3285
1696,M,35,7,95765,1,3,7,3218
1697,F,18,4,98052,0,1,4,3343
1698,M,35,2,97214,1,3,2,3291
1699,F,25,19,98102,0,2,19,3351
1700,M,25,20,98119,1,2,20,3364
1701,F,25,4,97233,0,2,4,3297
1702,M,18,10,97303,1,1,10,3301
1703,M,18,15,77047,1,1,15,2406
1704,M,25,4,98926,1,2,4,3418
1705,F,18,4,85033,0,1,4,2636
1706,M,25,20,19134,1,2,20,733
1707,M,50,1,95070,1,5,1,3165
1708,M,25,0,64106,1,2,0,2176
1709,M,25,0,73147,1,2,0,2301
1710,M,18,0,94530,1,1,0,3096
1711,F,18,4,30134,0,1,4,1080
1712,M,25,0,73003,1,2,0,2291
1713,M,25,0,47421,1,2,0,1576
1714,M,25,17,43212,1,2,17,1387
1715,M,25,16,53406,1,2,16,1782
1716,M,25,0,43229,1,2,0,1394
1717,F,50,6,30307,0,5,6,1089
1718,M,18,4,43235,1,1,4,1397
1719,M,18,16,60523,1,1,16,2061
1720,M,18,4,94720,1,1,4,3134
1721,M,18,19,70043,1,1,19,2247
1722,M,35,0,72058,1,3,0,2274
1723,M,35,17,60103,1,3,17,2022
1724,M,18,4,00961,1,1,4,6
1725,M,18,19,67218,1,1,19,2224
1726,M,25,2,60160,1,2,2,2032
1727,M,35,16,50317,1,3,16,1731
1728,M,18,4,11710-1641,1,1,4,500
1729,M,25,7,53715,1,2,7,1797
1730,F,18,4,60137,0,1,4,2027
1731,F,18,0,91601,0,1,0,2863
1732,M,18,4,13655,1,1,4,593
1733,M,18,14,43725,1,1,14,1414
1734,M,45,17,94602,1,4,17,3116
1735,M,18,20,30605,1,1,20,1107
1736,M,56,8,00606,1,6,8,1
1737,M,35,20,46614,1,3,20,1551
1738,M,35,16,30034,1,3,16,1062
1739,M,56,16,77079,1,6,16,2414
1740,M,56,1,96153,1,6,1,3239
1741,M,35,7,91107,1,3,7,2828
1742,M,25,15,08109,1,2,15,362
1743,M,35,17,77566,1,3,17,2439
1744,M,35,12,50325,1,3,12,1734
1745,M,45,0,94114,1,4,0,3060
1746,M,25,4,33157,1,2,4,1196
1747,M,25,0,90638,1,2,0,2805
1748,M,50,1,04240,1,5,1,232
1749,M,25,2,10040,1,2,2,425
1750,M,50,5,10128,1,5,5,428
1751,M,35,20,77024,1,3,20,2399
1752,M,25,3,96813,1,2,3,3254
1753,M,35,6,90803,1,3,6,2814
1754,M,18,19,27028,1,1,19,964
1755,F,18,4,77005,0,1,4,2392
1756,F,25,1,75149,0,2,1,2346
1757,M,25,4,75206,1,2,4,2350
1758,F,25,0,33067-1400,0,2,0,1186
1759,M,25,16,22112,1,2,16,872
1760,F,25,3,90016,0,2,3,2743
1761,M,35,0,72058,1,3,0,2274
1762,M,25,14,75230,1,2,14,2356
1763,M,35,7,76248,1,3,7,2383
1764,M,18,0,75149,1,1,0,2346
1765,M,18,4,13655,1,1,4,593
1766,F,45,0,94566,0,4,0,3109
1767,M,25,20,75205,1,2,20,2349
1768,M,45,16,75067,1,4,16,2334
1769,M,25,17,75240,1,2,17,2357
1770,M,35,16,79605,1,3,16,2511
1771,M,25,17,75044,1,2,17,2332
1772,M,56,2,90680,1,6,2,2807
1773,M,18,4,07030,1,1,4,307
1774,M,25,17,99003,1,2,17,3419
1775,M,25,4,70115,1,2,4,2249
1776,M,25,0,45801,1,2,0,1518
1777,M,25,20,17022,1,2,20,670
1778,M,18,4,94704,1,1,4,3128
1779,M,18,1,78133,1,1,1,2454
1780,M,35,1,22181,1,3,1,876
1781,F,35,0,08009,0,3,0,351
1782,M,45,0,23454,1,4,0,928
1783,M,18,4,10027,1,1,4,419
1784,M,18,20,18104,1,1,20,692
1785,M,18,4,04901,1,1,4,245
1786,M,45,1,85721,1,4,1,2678
1787,M,18,8,90210,1,1,8,2771
1788,M,45,2,19104,1,4,2,721
1789,M,1,10,19116,1,0,10,726
1790,M,25,0,19152,1,2,0,738
1791,M,18,4,19146,1,1,4,735
1792,F,25,2,53523,0,2,2,1783
1793,M,25,4,20008,1,2,4,777
1794,M,25,11,20878,1,2,11,823
1795,M,18,17,20724,1,1,17,807
1796,M,50,11,20852,1,5,11,818
1797,M,35,7,52003,1,3,7,1743
1798,M,45,11,22204,1,4,11,879
1799,M,35,11,70118,1,3,11,2251
1800,M,18,4,70118,1,1,4,2251
1801,F,25,6,54729,0,2,6,1818
1802,M,18,4,22903,1,1,4,904
1803,M,25,2,50021,1,2,2,1720
1804,M,25,7,22314,1,2,7,891
1805,M,18,4,22401,1,1,4,893
1806,M,18,4,22032,1,1,4,864
1807,M,18,17,20742,1,1,17,808
1808,F,18,4,22031,0,1,4,863
1809,F,25,14,12189,0,2,14,529
1810,M,50,13,90210,1,5,13,2771
1811,M,56,2,08825,1,6,2,382
1812,F,25,12,48103,0,2,12,1597
1813,F,35,6,90035,0,3,6,2755
1814,M,50,7,10014,1,5,7,408
1815,M,1,1,30707,1,0,1,1113
1816,F,35,9,56007,0,3,9,1954
1817,M,35,1,53706,1,3,1,1792
1818,M,1,8,02254,1,0,8,121
1819,F,35,12,45249,0,3,12,1499
1820,M,25,20,50265,1,2,20,1724
1821,M,25,20,43315,1,2,20,1398
1822,F,25,0,53713,0,2,0,1795
1823,F,35,1,92801,0,3,1,2983
1824,F,18,4,43560,0,1,4,1405
1825,M,25,7,50310,1,2,7,1728
1826,M,45,11,49265,1,4,11,1682
1827,F,25,1,07721,0,2,1,339
1828,M,18,4,07030,1,1,4,307
1829,M,25,16,07302,1,2,16,316
1830,M,18,4,12180,1,1,4,526
1831,M,18,4,53190,1,1,4,1768
1832,F,18,4,14433,0,1,4,609
1833,M,18,17,07030,1,1,17,307
1834,M,35,5,10990,1,3,5,459
1835,M,25,19,11501,1,2,19,493
1836,M,25,0,10016,1,2,0,409
1837,M,25,2,08817,1,2,2,379
1838,M,35,7,10011,1,3,7,405
1839,M,18,4,07940,1,1,4,345
1840,M,25,12,11217,1,2,12,474
1841,M,18,0,95037,1,1,0,3161
1842,M,18,4,53190,1,1,4,1768
1843,M,25,12,10014,1,2,12,408
1844,F,18,4,53711,0,1,4,1794
1845,M,25,2,10002,1,2,2,399
1846,M,45,12,95051,1,4,12,3163
1847,M,18,4,60047,1,1,4,2005
1848,M,35,5,10011,1,3,5,405
1849,M,35,7,11747,1,3,7,505
1850,M,18,5,12582,1,1,5,545
1851,M,25,19,59602,1,2,19,1987
1852,M,25,12,10036,1,2,12,422
1853,M,50,0,90803,1,5,0,2814
1854,M,25,0,92346,1,2,0,2941
1855,M,18,4,93004,1,1,4,3001
1856,M,56,7,92065,1,6,7,2905
1857,M,1,10,92106,1,0,10,2915
1858,F,18,4,59715,0,1,4,1988
1859,F,25,4,66049,0,2,4,2205
1860,M,56,16,94591,1,6,16,3114
1861,M,50,16,92129,1,5,16,2929
1862,M,50,14,95129,1,5,14,3177
1863,M,18,4,90048,1,1,4,2763
1864,M,35,7,94306,1,3,7,3078
1865,F,18,1,94606,0,1,1,3117
1866,M,25,7,94043,1,2,7,3040
1867,M,50,7,95008,1,5,7,3153
1868,M,50,11,92346,1,5,11,2941
1869,M,45,14,95148,1,4,14,3180
1870,M,56,13,85248,1,6,13,2650
1871,F,45,1,46774,0,4,1,1555
1872,M,50,20,92106,1,5,20,2915
1873,M,35,7,02127,1,3,7,97
1874,M,45,7,95076,1,4,7,3166
1875,M,35,12,94107,1,3,12,3054
1876,M,25,12,92024,1,2,12,2895
1877,F,45,20,90069,0,4,20,2769
1878,M,1,10,92846,1,0,10,2992
1879,M,25,4,29732,1,2,4,1054
1880,M,35,0,91006,1,3,0,2819
1881,M,35,2,95008,1,3,2,3153
1882,M,35,16,92352,1,3,16,2942
1883,F,50,0,94521,0,5,0,3092
1884,M,45,20,93108,1,4,20,3006
1885,M,50,17,94611,1,5,17,3122
1886,M,25,12,94086,1,2,12,3048
1887,M,56,15,92119,1,6,15,2923
1888,M,35,12,95124,1,3,12,3173
1889,M,18,14,80023,1,1,14,2525
1890,M,50,6,94702,1,5,6,3126
1891,M,45,1,91335,1,4,1,2843
1892,M,25,20,90066,1,2,20,2767
1893,F,35,0,90024,0,3,0,2746
1894,F,35,7,94602,0,3,7,3116
1895,M,35,14,89119,1,3,14,2718
1896,M,56,13,92115,1,6,13,2920
1897,F,50,2,94530,0,5,2,3096
1898,M,25,12,91101,1,2,12,2823
1899,F,45,6,02135,0,4,6,101
1900,M,56,12,94109,1,6,12,3056
1901,M,50,7,94024,1,5,7,3035
1902,M,25,19,93536,1,2,19,3017
1903,M,35,0,90401,1,3,0,2792
1904,M,18,1,30115,1,1,1,1077
1905,F,35,20,94118,0,3,20,3064
1906,F,25,5,91311,0,2,5,2836
1907,M,35,17,94804,1,3,17,3135
1908,M,56,13,95129,1,6,13,3177
1909,M,18,4,89146,1,1,4,2724
1910,M,1,10,94707,1,0,10,3131
1911,F,18,4,92805,0,1,4,2986
1912,M,25,4,91325,1,2,4,2840
1913,M,25,17,95126,1,2,17,3175
1914,F,35,14,95051,0,3,14,3163
1915,M,50,13,01938,1,5,13,72
1916,M,45,7,90405,1,4,7,2796
1917,M,18,10,92704,1,1,10,2978
1918,F,45,6,95209,0,4,6,3182
1919,M,1,0,94525,1,0,0,3094
1920,F,35,7,80122,0,3,7,2530
1921,M,56,12,92780,1,6,12,2982
1922,F,25,7,94303,0,2,7,3076
1923,M,35,7,90026,1,3,7,2748
1924,F,56,6,90630,0,6,6,2803
1925,M,50,7,92886,1,5,7,2998
1926,F,1,0,95404,0,0,0,3193
1927,M,35,7,94806,1,3,7,3136
1928,M,1,10,94501,1,0,10,3085
1929,F,1,10,91107,0,0,10,2828
1930,M,25,15,94550,1,2,15,3103
1931,M,25,2,94114,1,2,2,3060
1932,M,25,7,94114,1,2,7,3060
1933,M,18,19,94703,1,1,19,3127
1934,M,25,17,95014,1,2,17,3154
1935,M,1,10,90405,1,0,10,2796
1936,M,35,0,90026,1,3,0,2748
1937,M,25,11,92335,1,2,11,2940
1938,F,25,2,91351,0,2,2,2846
1939,F,35,2,94930,0,3,2,3140
1940,M,25,12,95158,1,2,12,3181
1941,M,35,17,94550,1,3,17,3103
1942,M,35,5,04901,1,3,5,245
1943,M,18,4,91501,1,1,4,2860
1944,F,18,4,93107,0,1,4,3005
1945,M,25,20,92866,1,2,20,2993
1946,M,25,14,94110,1,2,14,3057
1947,M,25,7,94041,1,2,7,3039
1948,M,1,10,93111,1,0,10,3007
1949,M,18,17,92595,1,1,17,2952
1950,M,25,12,49024,1,2,12,1678
1951,F,18,4,90630,0,1,4,2803
1952,M,35,1,91030,1,3,1,2822
1953,F,25,2,94566,0,2,2,3109
1954,M,25,16,91402,1,2,16,2853
1955,M,1,19,03109,1,0,19,190
1956,M,35,0,44280,1,3,0,1443
1957,F,18,4,23185,0,1,4,915
1958,F,25,1,17055,0,2,1,673
1959,F,50,13,53092,0,5,13,1759
1960,M,45,7,55555,1,4,7,1940
1961,F,50,3,91911,0,5,3,2886
1962,F,18,1,60914,0,1,1,2097
1963,F,50,9,91941,0,5,9,2887
1964,F,25,6,89523,0,2,6,2738
1965,M,56,17,48304,1,6,17,1634
1966,M,25,20,93637,1,2,20,3021
1967,M,50,7,92116,1,5,7,2921
1968,M,25,11,85258,1,2,11,2654
1969,F,25,3,92116,0,2,3,2921
1970,M,50,13,89052,1,5,13,2709
1971,F,25,14,80230,0,2,14,2547
1972,M,45,17,92111,1,4,17,2919
1973,M,25,1,22903,1,2,1,904
1974,M,35,17,12159,1,3,17,525
1975,M,18,4,97361,1,1,4,3307
1976,M,35,5,58703,1,3,5,1982
1977,M,56,6,02726,1,6,6,162
1978,M,1,10,43357,1,0,10,1399
1979,M,56,17,49506,1,6,17,1703
1980,M,35,7,06460,1,3,7,283
1981,M,56,1,80303,1,6,1,2554
1982,M,1,10,80540,1,0,10,2567
1983,M,25,14,92109,1,2,14,2918
1984,M,18,10,92130,1,1,10,2930
1985,M,45,12,92122,1,4,12,2926
1986,M,50,13,91977,1,5,13,2888
1987,M,25,17,62629,1,2,17,2129
1988,F,25,1,85224,0,2,1,2648
1989,M,50,6,02090,1,5,6,87
1990,M,25,7,85257,1,2,7,2653
1991,M,25,20,48309,1,2,20,1636
1992,M,18,4,85259,1,1,4,2655
1993,M,35,17,99508,1,3,17,3431
1994,M,35,2,89012,1,3,2,2706
1995,M,25,1,85364,1,2,1,2668
1996,M,35,0,85621,1,3,0,2670
1997,M,25,0,84108,1,2,0,2619
1998,F,50,9,24018,0,5,9,942
1999,F,35,3,02113,0,3,3,91
2000,M,18,4,44685,1,1,4,1469
2001,M,50,1,48197,1,5,1,1624
2002,F,56,13,02136-1522,0,6,13,102
2003,M,1,10,80014,1,0,10,2523
2004,M,45,19,53572,1,4,19,1787
2005,M,18,4,58601,1,1,4,1981
2006,M,35,0,66048,1,3,0,2204
2007,M,50,16,80442,1,5,16,2558
2008,M,25,3,48220,1,2,3,1629
2009,F,35,7,60625,0,3,7,2082
2010,M,18,4,81520,1,1,4,2585
2011,F,35,3,01545,0,3,3,32
2012,M,25,4,49456,1,2,4,1697
2013,M,45,0,60543,1,4,0,2064
2014,M,18,4,53233,1,1,4,1778
2015,M,18,4,01003,1,1,4,8
2016,F,56,2,20783,0,6,2,811
2017,M,25,17,35808,1,2,17,1266
2018,M,35,16,46214,1,3,16,1530
2019,M,50,1,27705,1,5,1,992
2020,M,25,7,45011,1,2,7,1474
2021,M,25,0,61364,1,2,0,2103
2022,M,25,7,60137,1,2,7,2027
2023,M,18,4,56001,1,1,4,1952
2024,M,1,19,06614,1,0,19,290
2025,M,56,13,03440,1,6,13,197
2026,M,50,16,49277,1,5,16,1683
2027,F,25,9,48021,0,2,9,1582
2028,M,45,6,44131,1,4,6,1432
2029,F,25,12,10011,0,2,12,405
2030,M,25,4,77345,1,2,4,2424
2031,M,35,20,60640,1,3,20,2087
2032,M,50,14,44614,1,5,14,1466
2033,F,45,20,91436,0,4,20,2859
2034,F,45,2,01851,0,4,2,61
2035,F,18,0,45212,0,1,0,1482
2036,F,25,14,90046,0,2,14,2762
2037,M,56,14,02468,1,6,14,144
2038,F,45,1,33301,0,4,1,1202
2039,M,50,16,60060,1,5,16,2009
2040,F,25,7,02494,0,2,7,150
2041,F,25,20,24015,0,2,20,940
2042,M,1,10,79358,1,0,10,2506
2043,M,25,14,37931,1,2,14,1318
2044,F,45,0,49408,0,4,0,1689
2045,F,1,0,24179,0,0,0,944
2046,M,35,1,91711,1,3,1,2869
2047,M,1,10,06437,1,0,10,280
2048,M,50,6,49456,1,5,6,1697
2049,F,50,0,13210,0,5,0,580
2050,F,35,3,99504,0,3,3,3430
2051,M,35,7,93906,1,3,7,3024
2052,M,1,10,46033,1,0,10,1522
2053,M,45,11,06416,1,4,11,277
2054,M,25,12,03110,1,2,12,191
2055,M,50,11,49008,1,5,11,1675
2056,M,25,4,56301,1,2,4,1960
2057,M,35,1,49417,1,3,1,1690
