,Title,Genres,Title_enc,Genres_enc
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,2744,280
1996,Poltergeist III (1988),Horror|Thriller,2745,280
1997,"Exorcist, The (1973)",Horror,1122,274
1998,Exorcist II: The Heretic (1977),Horror,1120,274
1999,"Exorcist III, The (1990)",Horror,1121,274
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,2001,45
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,2002,45
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,2003,45
2003,Gremlins (1984),Comedy|Horror,1475,196
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,1476,196
2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,1440,115
2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance,2203,29
2007,Polish Wedding (1998),Comedy,2741,176
2008,"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir,3490,218
2009,Soylent Green (1973),Sci-Fi|Thriller,3248,295
2010,Metropolis (1926),Sci-Fi,2258,294
2011,Back to the Future Part II (1989),Comedy|Sci-Fi,266,211
2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,267,212
2013,"Poseidon Adventure, The (1972)",Action|Adventure,2756,1
2014,Freaky Friday (1977),Children's|Comedy,1285,160
2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,41,162
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,200,166
2017,Babes in Toyland (1961),Children's|Fantasy|Musical,253,171
2018,Bambi (1942),Animation|Children's,284,144
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,3082,64
2020,Dangerous Liaisons (1988),Drama|Romance,876,252
2021,Dune (1984),Fantasy|Sci-Fi,1038,265
2022,"Last Temptation of Christ, The (1988)",Drama,1972,239
2023,"Godfather: Part III, The (1990)",Action|Crime|Drama,1409,57
2024,"Rapture, The (1991)",Drama|Mystery,2860,248
2025,Lolita (1997),Drama|Romance,2063,252
2026,Disturbing Behavior (1998),Horror|Thriller,979,280
2027,Mafia! (1998),Comedy|Crime,2142,177
2028,Saving Private Ryan (1998),Action|Drama|War,3035,73
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,410,207
2030,East Palace West Palace (Dong gong xi gong) (1997),Drama,1047,239
2031,"$1,000,000 Duck (1971)",Children's|Comedy,0,160
2032,"Barefoot Executive, The (1971)",Children's|Comedy,296,160
2033,"Black Cauldron, The (1985)",Animation|Children's,422,144
2034,"Black Hole, The (1979)",Sci-Fi,424,294
2035,Blackbeard's Ghost (1968),Children's|Comedy,432,160
2036,Blank Check (1994),Children's|Comedy,438,160
2037,Candleshoe (1977),Adventure|Children's|Comedy,607,107
2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,637,165
2039,Cheetah (1989),Adventure|Children's,674,106
2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy,766,160
2041,Condorman (1981),Action|Adventure|Children's|Comedy,773,6
2042,D2: The Mighty Ducks (1994),Children's|Comedy,860,160
2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,879,115
2044,"Devil and Max Devlin, The (1981)",Comedy,953,176
2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,1161,114
2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,1233,119
2047,"Gnome-Mobile, The (1967)",Children's,1401,159
2048,"Great Mouse Detective, The (1986)",Animation|Children's,1467,144
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,1523,201
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,1589,107
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,1590,107
2052,Hocus Pocus (1993),Children's|Comedy,1617,160
2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,1634,165
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,1635,110
2055,Hot Lead and Cold Feet (1978),Comedy|Western,1649,215
2056,In Search of the Castaways (1962),Adventure|Children's,1741,106
2057,"Incredible Journey, The (1963)",Adventure|Children's,1753,106
2058,"Negotiator, The (1998)",Action|Thriller,2444,92
2059,"Parent Trap, The (1998)",Children's|Drama,2637,167
2060,BASEketball (1998),Comedy,250,176
2061,Full Tilt Boogie (1997),Documentary,1326,235
2062,"Governess, The (1998)",Drama|Romance,1445,252
2063,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance,3084,252
2064,Roger & Me (1989),Comedy|Documentary,2961,184
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,2823,187
2066,Out of the Past (1947),Film-Noir,2603,266
2067,Doctor Zhivago (1965),Drama|Romance|War,984,255
2068,Fanny and Alexander (1982),Drama,1154,239
2069,"Trip to Bountiful, The (1985)",Drama,3593,239
2070,Tender Mercies (1983),Drama,3446,239
2071,And the Band Played On (1993),Drama,167,239
2072,"'burbs, The (1989)",Comedy,3,176
2073,Fandango (1985),Comedy,1153,176
2074,"Night Porter, The (Il Portiere di notte) (1974)",Drama,2476,239
2075,Mephisto (1981),Drama|War,2248,262
2076,Blue Velvet (1986),Drama|Mystery,470,248
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,1849,106
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,1860,146
2079,Kidnapped (1960),Children's|Drama,1893,167
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,1947,147
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,2038,147
2082,"Mighty Ducks, The (1992)",Children's|Comedy,2274,160
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,2372,174
2084,Newsies (1992),Children's|Musical,2463,174
2085,101 Dalmatians (1961),Animation|Children's,7,144
2086,One Magic Christmas (1985),Drama|Fantasy,2573,240
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,2680,150
2088,Popeye (1980),Adventure|Comedy|Musical,2749,122
2089,"Rescuers Down Under, The (1990)",Animation|Children's,2906,144
2090,"Rescuers, The (1977)",Animation|Children's,2907,144
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,2913,175
2092,"Return of Jafar, The (1993)",Animation|Children's|Musical,2914,152
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,2920,116
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,2953,33
2095,"Shaggy D.A., The (1976)",Children's|Comedy,3101,160
2096,Sleeping Beauty (1959),Animation|Children's|Musical,3171,152
2097,Something Wicked This Way Comes (1983),Children's|Horror,3223,173
2098,Son of Flubber (1963),Children's|Comedy,3232,160
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,3236,101
2100,Splash (1984),Comedy|Fantasy|Romance,3272,193
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,3279,126
2102,Steamboat Willie (1940),Animation|Children's|Comedy|Musical,3320,146
2103,Tall Tale (1994),Adventure|Children's,3420,106
2104,Tex (1982),Drama,3456,239
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,3597,24
2106,Swing Kids (1993),Drama|War,3399,262
2107,Halloween: H20 (1998),Horror|Thriller,1509,280
2108,L.A. Story (1991),Comedy|Romance,1943,207
2109,"Jerk, The (1979)",Comedy,1832,176
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,902,183
2111,"Man with Two Brains, The (1983)",Comedy,2174,176
2112,Grand Canyon (1991),Crime|Drama,1449,217
2113,Graveyard Shift (1990),Horror|Thriller,1458,280
2114,"Outsiders, The (1983)",Drama,2612,239
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1760,1
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,2073,102
2117,Nineteen Eighty-Four (1984),Drama|Sci-Fi,2501,258
2118,"Dead Zone, The (1983)",Horror|Thriller,906,280
2119,Maximum Overdrive (1986),Horror,2219,274
2120,Needful Things (1993),Drama|Horror,2443,244
2121,Cujo (1983),Horror|Thriller,847,280
2122,Children of the Corn (1984),Horror|Thriller,683,280
2123,All Dogs Go to Heaven (1989),Animation|Children's,107,144
2124,"Addams Family, The (1991)",Comedy,52,176
2125,Ever After: A Cinderella Story (1998),Drama|Romance,1108,252
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,3196,60
2127,"First Love, Last Rites (1997)",Drama|Romance,1216,252
2128,Safe Men (1998),Comedy,3015,176
2129,"Saltmen of Tibet, The (1997)",Documentary,3019,235
2130,Atlantic City (1980),Crime|Drama|Romance,231,222
2131,Autumn Sonata (Höstsonaten ) (1978),Drama,240,239
2132,Who's Afraid of Virginia Woolf? (1966),Drama,3791,239
2133,Adventures in Babysitting (1987),Adventure|Comedy,56,120
2134,Weird Science (1985),Comedy,3750,176
2135,Doctor Dolittle (1967),Adventure|Musical,982,134
2136,"Nutty Professor, The (1963)",Comedy,2532,176
2137,Charlotte's Web (1973),Animation|Children's,670,144
2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,3738,149
2139,"Secret of NIMH, The (1982)",Animation|Children's,3066,144
2140,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,882,172
2141,"American Tail, An (1986)",Animation|Children's|Comedy,142,145
2142,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy,143,145
2143,Legend (1985),Adventure|Fantasy|Romance,1993,132
2144,Sixteen Candles (1984),Comedy,3157,176
2145,Pretty in Pink (1986),Comedy|Drama|Romance,2773,187
2146,St. Elmo's Fire (1985),Drama|Romance,3281,252
2147,"Clan of the Cave Bear, The (1986)",Drama,721,239
2148,House (1986),Comedy|Horror,1654,196
2149,House II: The Second Story (1987),Comedy|Horror,1656,196
2150,"Gods Must Be Crazy, The (1980)",Comedy,1411,176
2151,"Gods Must Be Crazy II, The (1989)",Comedy,1410,176
2152,Air Bud: Golden Receiver (1998),Children's|Comedy,79,160
2153,"Avengers, The (1998)",Action|Adventure,244,1
2154,How Stella Got Her Groove Back (1998),Drama|Romance,1670,252
2155,"Slums of Beverly Hills, The (1998)",Comedy,3184,176
2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,363,185
2157,"Chambermaid on the Titanic, The (1998)",Romance,663,290
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror,1588,230
2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,1587,230
2160,Rosemary's Baby (1968),Horror|Thriller,2977,280
2161,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,2458,115
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,2456,115
2163,Attack of the Killer Tomatoes! (1980),Comedy|Horror,232,196
2164,Surf Nazis Must Die (1987),Drama,3386,239
2165,Your Friends and Neighbors (1998),Drama,3875,239
2166,Return to Paradise (1998),Drama|Romance,2921,252
2167,Blade (1998),Action|Adventure|Horror,434,25
2168,Dance with Me (1998),Drama|Romance,867,252
2169,Dead Man on Campus (1998),Comedy,901,176
2170,Wrongfully Accused (1998),Action|Comedy,3852,43
2171,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance,2469,187
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,3351,176
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,2441,133
2174,Beetlejuice (1988),Comedy|Fantasy,339,192
2175,Déjà Vu (1997),Drama|Romance,1042,252
2176,Rope (1948),Thriller,2975,298
2177,Family Plot (1976),Comedy|Thriller,1150,213
2178,Frenzy (1972),Thriller,1297,298
2179,Topaz (1969),Thriller,3558,298
2180,Torn Curtain (1966),Thriller,3561,298
2181,Marnie (1964),Thriller,2194,298
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,3850,243
2183,"Man Who Knew Too Much, The (1956)",Thriller,2160,298
2184,"Trouble with Harry, The (1955)",Mystery|Thriller,3599,289
2185,I Confess (1953),Thriller,1696,298
2186,Strangers on a Train (1951),Film-Noir|Thriller,3346,273
2187,Stage Fright (1950),Mystery|Thriller,3284,289
2188,54 (1998),Drama,28,239
2189,I Married A Strange Person (1997),Animation,1705,143
2190,Why Do Fools Fall In Love? (1998),Drama,3796,239
2191,"Merry War, A (1997)",Comedy,2250,176
2192,See the Sea (Regarde la mer) (1997),Drama,3069,239
2193,Willow (1988),Action|Adventure|Fantasy,3809,23
2194,"Untouchables, The (1987)",Action|Crime|Drama,3668,57
2195,Dirty Work (1998),Comedy,976,176
2196,Knock Off (1998),Action,1931,0
2197,Firelight (1997),Drama,1208,239
2198,Modulations (1998),Documentary,2310,235
2199,Phoenix (1998),Crime|Drama,2695,217
2200,Under Capricorn (1949),Drama,3650,239
2201,"Paradine Case, The (1947)",Drama,2630,239
2202,Lifeboat (1944),Drama|Thriller|War,2016,261
2203,Shadow of a Doubt (1943),Film-Noir|Thriller,3092,273
2204,Saboteur (1942),Thriller,3009,298
2205,Mr. & Mrs. Smith (1941),Comedy,2342,176
2206,Suspicion (1941),Mystery|Thriller,3389,289
2207,Jamaica Inn (1939),Drama,1816,239
2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,1946,205
2209,Young and Innocent (1937),Crime|Thriller,3874,234
2210,Sabotage (1936),Thriller,3008,298
2211,Secret Agent (1936),Thriller,3063,298
2212,"Man Who Knew Too Much, The (1934)",Thriller,2159,298
2213,Waltzes from Vienna (1933),Comedy|Musical,3726,201
2214,Number Seventeen (1932),Thriller,2529,298
2215,Rich and Strange (1932),Comedy|Romance,2925,207
2216,"Skin Game, The (1931)",Drama,3160,239
2217,Elstree Calling (1930),Comedy|Musical,1072,201
2218,Juno and Paycock (1930),Drama,1866,239
2219,Murder! (1930),Mystery|Thriller,2379,289
2220,"Manxman, The (1929)",Drama,2183,239
2221,Blackmail (1929),Thriller,433,298
2222,Champagne (1928),Comedy,665,176
2223,"Farmer's Wife, The (1928)",Comedy,1169,176
2224,Downhill (1927),Drama,1008,239
2225,Easy Virtue (1927),Drama,1053,239
2226,"Ring, The (1927)",Drama,2932,239
2227,"Lodger, The (1926)",Thriller,2060,298
2228,"Mountain Eagle, The (1926)",Drama,2339,239
2229,"Pleasure Garden, The (1925)",Drama,2722,239
2230,Always Tell Your Wife (1923),Comedy,124,176
2231,Rounders (1998),Crime|Drama,2985,217
2232,Cube (1997),Sci-Fi|Thriller,846,295
2233,Digging to China (1998),Drama,968,239
2234,Let's Talk About Sex (1998),Drama,2000,239
2235,One Man's Hero (1999),Drama|War,2574,262
2236,Simon Birch (1998),Drama,3137,239
2237,Without Limits (1998),Drama,3829,239
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,3079,185
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,3396,185
2240,My Bodyguard (1980),Drama,2393,239
2241,Class (1983),Comedy,723,176
2242,"Grandview, U.S.A. (1984)",Drama,1454,239
2243,Broadcast News (1987),Comedy|Drama|Romance,552,187
2244,"Allnighter, The (1987)",Comedy|Romance,119,207
2245,Working Girl (1988),Comedy|Drama,3847,185
2246,Stars and Bars (1988),Comedy,3312,176
2247,Married to the Mob (1988),Comedy,2195,176
2248,Say Anything... (1989),Comedy|Drama|Romance,3037,187
2249,My Blue Heaven (1990),Comedy,2392,176
2250,Men Don't Leave (1990),Drama,2243,239
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy,598,176
2252,Hero (1992),Comedy|Drama,1595,185
2253,Toys (1992),Action|Comedy|Fantasy,3576,48
2254,Choices (1981),Drama,692,239
2255,Young Doctors in Love (1982),Comedy,3868,176
2256,Parasite (1982),Horror|Sci-Fi,2635,278
2257,No Small Affair (1984),Comedy|Romance,2508,207
2258,Master Ninja I (1984),Action,2208,0
2259,Blame It on Rio (1984),Comedy|Romance,437,207
2260,Wisdom (1986),Action|Crime,3822,56
2261,One Crazy Summer (1986),Comedy,2568,176
2262,About Last Night... (1986),Comedy|Drama|Romance,39,187
2263,"Seventh Sign, The (1988)",Thriller,3086,298
2264,We're No Angels (1989),Drama,3745,239
2265,Nothing But Trouble (1991),Adventure|Comedy,2520,120
2266,"Butcher's Wife, The (1991)",Comedy|Romance,590,207
2267,Mortal Thoughts (1991),Mystery|Thriller,2335,289
2268,"Few Good Men, A (1992)",Crime|Drama,1194,217
2269,Indecent Proposal (1993),Drama,1755,239
2270,"Century of Cinema, A (1994)",Documentary,658,235
2271,Permanent Midnight (1998),Drama,2674,239
2272,One True Thing (1998),Drama,2577,239
2273,Rush Hour (1998),Action|Thriller,3003,92
2274,Lilian's Story (1995),Drama,2023,239
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,3156,33
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,3212,239
2277,Somewhere in the City (1997),Drama,3228,239
2278,Ronin (1998),Action|Crime|Thriller,2971,63
2279,Urban Legend (1998),Horror|Thriller,3673,280
2280,Clay Pigeons (1998),Crime,726,216
2281,Monument Ave. (1998),Crime,2327,216
2282,Pecker (1998),Comedy|Drama,2658,185
2283,"Sheltering Sky, The (1990)",Drama,3120,239
2284,Bandit Queen (1994),Drama,289,239
2285,If.... (1968),Drama,1727,239
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,1196,176
2287,Them! (1954),Sci-Fi|Thriller|War,3465,296
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,3479,77
2289,"Player, The (1992)",Comedy|Drama,2718,185
2290,Stardust Memories (1980),Comedy|Drama,3308,185
2291,Edward Scissorhands (1990),Drama|Romance,1065,252
2292,Overnight Delivery (1996),Romance,2613,290
2293,Shadrach (1998),Drama,3096,239
2294,Antz (1998),Animation|Children's,190,144
2295,"Impostors, The (1998)",Comedy,1734,176
2296,"Night at the Roxbury, A (1998)",Comedy,2480,176
2297,What Dreams May Come (1998),Drama|Romance,3761,252
2298,Strangeland (1998),Thriller,3342,298
2299,"Battle of the Sexes, The (1959)",Comedy,315,176
2300,"Producers, The (1968)",Comedy|Musical,2795,201
2301,History of the World: Part I (1981),Comedy,1615,176
2302,My Cousin Vinny (1992),Comedy,2396,176
2303,Nashville (1975),Drama|Musical,2435,246
2304,Love Is the Devil (1998),Drama,2095,239
2305,Slam (1998),Drama,3163,239
2306,Holy Man (1998),Comedy,1622,176
2307,One Tough Cop (1998),Action|Drama,2576,64
2308,Detroit 9000 (1973),Action|Crime,948,56
2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,1765,239
2310,"Mighty, The (1998)",Drama,2279,239
2311,2010 (1984),Mystery|Sci-Fi,17,287
2312,Children of a Lesser God (1986),Drama,682,239
2313,"Elephant Man, The (1980)",Drama,1070,239
2314,Beloved (1998),Drama,352,239
2315,Bride of Chucky (1998),Horror|Thriller,539,280
2316,Practical Magic (1998),Drama|Romance,2764,252
2317,"Alarmist, The (1997)",Comedy,92,176
2318,Happiness (1998),Comedy,1524,176
2319,Reach the Rock (1997),Comedy,2868,176
2320,Apt Pupil (1998),Drama|Thriller,204,260
2321,Pleasantville (1998),Comedy,2721,176
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,3211,35
2323,"Cruise, The (1998)",Documentary,840,235
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,2011,185
2325,Orgazmo (1997),Comedy,2589,176
2326,Shattered Image (1998),Drama|Thriller,3113,260
2327,Tales from the Darkside: The Movie (1990),Horror,3415,274
2328,Vampires (1998),Horror,3680,274
2329,American History X (1998),Drama,134,239
2330,Hands on a Hard Body (1996),Documentary,1518,235
2331,Living Out Loud (1998),Comedy|Romance,2053,207
2332,Belly (1998),Crime|Drama,351,217
2333,Gods and Monsters (1998),Drama,1412,239
2334,"Siege, The (1998)",Action|Thriller,3133,92
2335,"Waterboy, The (1998)",Comedy,3737,176
2336,Elizabeth (1998),Drama,1071,239
2337,Velvet Goldmine (1998),Drama,3687,239
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1710,276
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1713,207
2340,Meet Joe Black (1998),Romance,2234,290
2341,Dancing at Lughnasa (1998),Drama,872,239
2342,Hard Core Logo (1996),Comedy,1531,176
2343,"Naked Man, The (1998)",Drama,2431,239
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,2999,22
2345,Desert Bloom (1986),Drama,938,239
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,3324,295
2347,"Pope of Greenwich Village, The (1984)",Action,2748,0
2348,Sid and Nancy (1986),Drama,3132,239
2349,Mona Lisa (1986),Comedy|Thriller,2315,213
2350,Heart Condition (1990),Comedy,1557,176
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,2494,239
2352,"Big Chill, The (1983)",Comedy|Drama,390,185
2353,Enemy of the State (1998),Action|Thriller,1087,92
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,2990,145
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,577,145
2356,Celebrity (1998),Comedy,648,176
2357,Central Station (Central do Brasil) (1998),Drama,656,239
2358,Savior (1998),Drama,3036,239
2359,Waking Ned Devine (1998),Comedy,3717,176
2360,"Celebration, The (Festen) (1998)",Drama,647,239
2361,Pink Flamingos (1972),Comedy,2705,176
2362,Glen or Glenda (1953),Drama,1395,239
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,1414,86
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,1415,86
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1915,86
2366,King Kong (1933),Action|Adventure|Horror,1912,25
2367,King Kong (1976),Action|Adventure|Horror,1913,25
2368,King Kong Lives (1986),Action|Adventure|Horror,1914,25
2369,Desperately Seeking Susan (1985),Comedy|Romance,944,207
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,1073,19
2371,Fletch (1985),Comedy,1231,176
2372,Fletch Lives (1989),Comedy,1232,176
2373,Red Sonja (1985),Action|Adventure,2883,1
2374,Gung Ho (1986),Comedy|Drama,1494,185
2375,"Money Pit, The (1986)",Comedy,2317,176
2376,"View to a Kill, A (1985)",Action,3700,0
2377,Lifeforce (1985),Horror|Sci-Fi,2017,278
2378,Police Academy (1984),Comedy,2734,176
2379,Police Academy 2: Their First Assignment (1985),Comedy,2735,176
2380,Police Academy 3: Back in Training (1986),Comedy,2736,176
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,2737,176
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,2738,176
2383,Police Academy 6: City Under Siege (1989),Comedy,2739,176
2384,Babe: Pig in the City (1998),Children's|Comedy,252,160
2385,Home Fries (1998),Comedy|Romance,1628,207
2386,Jerry Springer: Ringmaster (1998),Drama,1836,239
2387,Very Bad Things (1998),Comedy|Crime,3693,177
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,3319,252
2389,Psycho (1998),Crime|Horror|Thriller,2809,232
2390,Little Voice (1998),Comedy,2046,176
2391,"Simple Plan, A (1998)",Crime|Thriller,3140,234
2392,Jack Frost (1998),Comedy|Drama,1805,185
2393,Star Trek: Insurrection (1998),Action|Sci-Fi,3301,86
2394,"Prince of Egypt, The (1998)",Animation|Musical,2782,156
2395,Rushmore (1998),Comedy,3004,176
2396,Shakespeare in Love (1998),Comedy|Romance,3104,207
2397,Mass Appeal (1984),Drama,2206,239
2398,Miracle on 34th Street (1947),Drama,2289,239
2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,3024,115
2400,Prancer (1989),Children's|Drama,2765,167
2401,Pale Rider (1985),Western,2620,300
2402,Rambo: First Blood Part II (1985),Action|War,2856,94
2403,First Blood (1982),Action,1213,0
2404,Rambo III (1988),Action|War,2855,94
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,1838,13
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,2965,13
2407,Cocoon (1985),Comedy|Sci-Fi,745,211
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,746,211
2409,Rocky II (1979),Action|Drama,2957,64
2410,Rocky III (1982),Action|Drama,2958,64
2411,Rocky IV (1985),Action|Drama,2959,64
2412,Rocky V (1990),Action|Drama,2960,64
2413,Clue (1985),Comedy|Mystery,741,203
2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,3873,27
2415,Violets Are Blue... (1986),Drama|Romance,3703,252
2416,Back to School (1986),Comedy,264,176
2417,Heartburn (1986),Comedy|Drama,1560,185
2418,Nothing in Common (1986),Comedy,2522,176
2419,Extremities (1986),Drama|Thriller,1126,260
2420,"Karate Kid, The (1984)",Drama,1879,239
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,1878,19
2422,"Karate Kid III, The (1989)",Action|Adventure|Drama,1877,19
2423,Christmas Vacation (1989),Comedy,697,176
2424,You've Got Mail (1998),Comedy|Romance,3867,207
2425,"General, The (1998)",Crime,1356,216
2426,"Theory of Flight, The (1998)",Comedy|Drama|Romance,3467,187
2427,"Thin Red Line, The (1998)",Action|Drama|War,3477,73
2428,"Faculty, The (1998)",Horror|Sci-Fi,1140,278
2429,Mighty Joe Young (1998),Adventure|Children's|Drama,2276,112
2430,Mighty Joe Young (1949),Adventure|Children's|Drama,2275,112
2431,Patch Adams (1998),Comedy|Drama,2647,185
2432,Stepmom (1998),Drama,3325,239
2433,"Civil Action, A (1998)",Drama,720,239
2434,Down in the Delta (1998),Drama,1006,239
2435,Hurlyburly (1998),Drama,1687,239
2436,Tea with Mussolini (1999),Comedy,3437,176
2437,Wilde (1997),Drama,3807,239
2438,Outside Ozona (1998),Drama|Thriller,2610,260
2439,Affliction (1997),Drama,67,239
2440,Another Day in Paradise (1998),Drama,186,239
2441,"Hi-Lo Country, The (1998)",Drama|Western,1596,263
2442,Hilary and Jackie (1998),Drama,1611,239
2443,Playing by Heart (1998),Drama|Romance,2720,252
2444,24 7: Twenty Four Seven (1997),Comedy|Drama,18,185
2445,At First Sight (1999),Drama,230,239
2446,In Dreams (1999),Thriller,1737,298
2447,Varsity Blues (1999),Comedy|Drama,3684,185
2448,Virus (1999),Horror|Sci-Fi,3706,278
2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's,1343,106
2450,Howard the Duck (1986),Adventure|Children's|Sci-Fi,1674,119
2451,"Gate, The (1987)",Horror,1349,274
2452,"Gate II: Trespassers, The (1990)",Horror,1347,274
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,507,240
2454,"Fly, The (1958)",Horror|Sci-Fi,1245,278
2455,"Fly, The (1986)",Horror|Sci-Fi,1246,278
2456,"Fly II, The (1989)",Horror|Sci-Fi,1244,278
2457,Running Scared (1986),Action|Comedy,3002,43
2458,Armed and Dangerous (1986),Comedy|Crime,210,177
2459,"Texas Chainsaw Massacre, The (1974)",Horror,3458,274
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,3457,274
2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,1989,274
2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,2918,274
2463,Ruthless People (1986),Comedy,3005,176
2464,Trick or Treat (1986),Horror,3591,274
2465,Deadly Friend (1986),Horror,907,274
2466,Belizaire the Cajun (1986),Drama,347,239
2467,"Name of the Rose, The (1986)",Mystery,2433,285
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,1859,51
2469,Peggy Sue Got Married (1986),Comedy|Romance,2661,207
2470,Crocodile Dundee (1986),Adventure|Comedy,825,120
2471,Crocodile Dundee II (1988),Adventure|Comedy,826,120
2472,Tough Guys (1986),Comedy,3567,176
2473,Soul Man (1986),Comedy,3242,176
2474,"Color of Money, The (1986)",Drama,754,239
2475,52 Pick-Up (1986),Action|Mystery|Thriller,27,81
